901	Vorrei un kilo di mele.	我想要一公斤苹果。
902	La pentola è sul fuoco.	锅在炉子上。
903	Per la torta serve la farina.	做蛋糕需要面粉。
904	Comprate spesso al mercato?	你们经常在市场买东西吗？
907	Finalmente è arrivato l'autobus.	公交车终于来了。
908	Preferisco il tè al caffè.	比起咖啡，我更喜欢茶。
909	Questa informazione è molto utile.	这个信息很有用。
910	Confronto diverse marche prima di comprare.	购买前我会比较不同品牌。
911	Cerco scarpe economiche ma comode.	我在找便宜又舒服的鞋。
913	Quell'amico vive a Torino.	那个朋友住在都灵。
914	Il cielo oggi è blu.	今天的天空是蓝色的。
916	Quella casa è molto grande.	那栋房子很大。
917	Chiedo informazioni al banco.	我在柜台咨询信息。
918	Il muro è bianco.	墙是白色的。
919	Mi presti una penna?	你能借我一支笔吗？
920	Questo documento è inutile senza la firma.	这份文件没有签名就没用。
921	Mando una cartolina ai miei genitori.	我给父母寄一张明信片。
923	Il semaforo è verde.	红绿灯是绿灯。
924	Oggi fa brutto tempo.	今天天气很糟。
925	La bambina gioca con una bambola.	小女孩在玩洋娃娃。
926	Ho comprato un souvenir per mia sorella.	我给姐姐买了一个纪念品。
928	Quel ristorante è sempre pieno.	那家餐厅总是客满。
930	Il tuo cane è molto carino.	你的狗很可爱。
931	Sono le otto meno un quarto.	现在差一刻八点。
933	Posso entrare?	我可以进来吗？
934	Il museo è chiuso oggi.	博物馆今天关闭。
936	Sono le tre e un quarto.	现在三点一刻。
937	Girate a destra al prossimo incrocio.	你们在下一个路口右转。
938	Al semaforo gira a sinistra.	到红绿灯处左转。
940	L'autobus gira a destra dopo la piazza.	公交车过了广场后右转。
941	Sono le sette e mezzo.	现在七点半。
943	C'è una lunga coda alla cassa.	收银台前排着很长的队。
953	Scarico il file sul computer.	我把文件下载到电脑上。
954	Il lago è molto tranquillo stamattina.	今天早上的湖面很平静。
955	Vengo a casa tua domani.	我明天来你家。
956	Ho ricevuto un messaggio dagli amici.	我收到了朋友们发来的消息。
957	Ho due fratelli e una sorella.	我有两个兄弟和一个姐妹。
958	Conosci questo ristorante?	你知道这家餐厅吗？
959	La Lombardia è una regione italiana.	伦巴第是意大利的一个大区。
960	C'è una mosca in cucina.	厨房里有一只苍蝇。
961	Vengo dalla stazione.	我从火车站过来。
962	Da dove vieni?	你来自哪里？
963	Conosco bene questa città.	我很熟悉这座城市。
964	Vieni con noi stasera?	你今晚和我们一起去吗？
965	Gli autobus sono pieni.	公交车都满了。
967	Le bottiglie sono piene d'acqua.	瓶子里装满了水。
970	Questo è nostro figlio.	这是我们的儿子。
971	Questa è nostra figlia.	这是我们的女儿。
972	Ti mostro la strada sulla mappa.	我在地图上给你指路。
973	Mio nipote ha dieci anni.	我的侄子/外甥/孙子十岁。
974	Mia figlia canta in un coro.	我女儿在合唱团唱歌。
975	Questa è vostra madre?	这是你们的母亲吗？
976	Qual è il vostro indirizzo?	你们的地址是什么？
977	I miei nonni vivono in Sicilia.	我的祖父母住在西西里。
978	Il mio collega è siciliano.	我的同事是西西里人。
979	C'è uno strato di polvere sul tavolo.	桌子上有一层灰尘。
980	La mostra apre domani.	展览明天开幕。
981	Mi alleno in palestra tre volte alla settimana.	我每周去健身房锻炼三次。
983	Mi piace correre la mattina.	我喜欢早上跑步。
984	Vado in palestra dopo il lavoro.	我下班后去健身房。
986	Mangio frutta ogni giorno.	我每天吃水果。
987	Nel museo ci sono molti quadri famosi.	博物馆里有很多名画。
988	Bevi abbastanza acqua?	你喝足够的水吗？
990	Mi lavo le mani con il sapone.	我用肥皂洗手。
991	Oggi è un giorno speciale.	今天是特别的一天。
992	Ho bisogno di comprare il dentifricio.	我需要买牙膏。
993	Di solito mi sveglio alle sette.	我通常七点醒来。
994	In questi casi è meglio aspettare.	在这些情况下，最好等一等。
995	Di sera leggo o guardo la televisione.	晚上我看书或看电视。
998	Di mattina bevo sempre un caffè.	早上我总是喝一杯咖啡。
999	La cantante ha una voce bellissima.	这位歌手的声音非常好听。
1000	Mi sento a mio agio qui.	我在这里感到很自在。
